familia,especie,categoria_listaroja,temperatura_promedio_anual,precipitacion_promedio_anual
Lauraceae,Ocotea macropoda,Least Concern,22.308428019285202,224.78787878787878
Lauraceae,Ocotea meziana,Least Concern,21.305718075299094,254.3843085106383
Lauraceae,Ocotea mollifolia,Least Concern,24.200584810379652,278.5906432748538
Lauraceae,Ocotea monteverdensis,Critically Endangered,,
Lauraceae,Ocotea multiflora,Vulnerable,25.703846148955517,278.46153846153845
Lauraceae,Ocotea oblonga,Least Concern,23.980828951448466,200.1198008201523
Lauraceae,Ocotea pentagona,Least Concern,23.632440474061738,256.80580357142856
Lauraceae,Ocotea pharomachrosorum,Endangered,15.881249990728167,237.20833333333334
Lauraceae,Ocotea pittieri,Endangered,15.30555550257365,196.80555555555554
Lauraceae,Ocotea praetermissa,Least Concern,13.867228452632489,204.39138576779027
Lauraceae,Ocotea puberula,Least Concern,20.320579417348252,144.98341071774038
Lauraceae,Ocotea pullifolia,Least Concern,24.31837608060266,252.06196581196582
Lauraceae,Ocotea rivularis,Near Threatened,25.447916634877522,258.475
Lauraceae,Ocotea rufescens,Endangered,20.47361105018192,264.65972222222223
Lauraceae,Ocotea sinuata,Least Concern,21.968204581174728,167.40557939914163
Lauraceae,Ocotea stenoneura,Least Concern,18.615432118192132,254.86265432098764
Lauraceae,Ocotea tenera,Least Concern,21.576963915187083,240.43789808917197
Lauraceae,Ocotea valerioana,Least Concern,18.829305587212243,243.37708333333333
Lauraceae,Ocotea valerioides,Least Concern,23.55465127146521,279.0077519379845
Lauraceae,Ocotea whitei,Least Concern,20.472954550295164,220.8662878787879
Moraceae,Olmedia aspera,Least Concern,23.903442869848053,199.3371152842984
Juglandaceae,Oreomunnea mexicana,Least Concern,18.689885481623293,197.79007633587787
Juglandaceae,Oreomunnea pterocarpa,Near Threatened,22.33843541956272,259.0442176870748
Araliaceae,Oreopanax echinops,,,
Araliaceae,Oreopanax nicaraguensis,,,
Araliaceae,Oreopanax xalapensis,Least Concern,17.48861273865641,138.2192170240416
Fabaceae,Ormosia amazonica,Least Concern,24.745289838832356,220.27083333333334
Fabaceae,Ormosia intermedia,Endangered,25.98583331108093,306.4
Fabaceae,Ormosia subsimplex,,,
Fabaceae,Ormosia velutina,Least Concern,25.320114930470783,233.68103448275863
Myristicaceae,Otoba novogranatensis,Least Concern,23.84648268034448,253.504329004329
Ochnaceae,Ouratea rinconensis,Least Concern,25.609523793061573,261.4970238095238
Ochnaceae,Ouratea valerii,Least Concern,25.38253203416482,250.92307692307693
Annonaceae,Oxandra venezuelana,Least Concern,26.300450466774606,192.84684684684686
Malvaceae,Pachira aquatica,Least Concern,25.243714204260684,188.14756036843414
Malvaceae,Pachira sessilis,Least Concern,25.50398932619298,227.61879432624113
Rubiaceae,Palicourea adusta,,,
Rubiaceae,Palicourea alajuelensis,Least Concern,20.755555586209372,235.7718253968254
Rubiaceae,Palicourea angustiflora,Least Concern,22.309929084270557,263.09751773049646
Rubiaceae,Palicourea beachiana,Near Threatened,24.896120677049133,276.90660919540227
Rubiaceae,Palicourea calidicola,Least Concern,24.88498859209557,284.0987442922374
Rubiaceae,Palicourea chiriquina,,,
Rubiaceae,Palicourea guianensis,Least Concern,24.157407417709443,194.50617283950618
Rubiaceae,Palicourea hoffmannseggiana,Least Concern,24.068792437219788,172.90878596831556
Rubiaceae,Palicourea hondensis,Least Concern,24.59613093510777,283.609268707483
Rubiaceae,Palicourea padifolia,Least Concern,19.497472873365385,187.82470414201183
Rubiaceae,Palicourea psychotrioides,Least Concern,24.41260677525121,290.9647435897436
Rubiaceae,Palicourea tetragona,Least Concern,24.63987873936209,221.64169749280722
Rubiaceae,Palicourea umbelliformis,Least Concern,23.432589323747727,249.79613095238096
Proteaceae,Panopsis costaricensis,Least Concern,19.474735450492336,223.2314814814815
Proteaceae,Parathesis acostensis,Vulnerable,24.512777762942843,257.0805555555556
Primulaceae,Parathesis cartagoana,Endangered,21.940740784009297,280.5833333333333
Primulaceae,Parathesis crassiramea,Vulnerable,19.560344816624433,235.67241379310346
